card_name	count
Gachi Gachi Gantetsu	2
Number 96: Dark Mist	2
Legendary Six Samurai - Enishi	2
Shien's Footsoldier	2
The Six Samurai - Kamon	2
The Six Samurai - Yaichi	2
Shien's Squire	2
Six Strike - Triple Impact	2
Six Strike - Thunder Blast	2
Six Style - Dual Wield	2
Legendary Six Samurai - Shi En	2
Naturia Barkion	2
Naturia Beast	2
Blade Armor Ninja	2
Heroic Champion - Excalibur	2
Heroic Champion - Gandiva	2
Heroic Champion - Kusanagi	2
Machine Conversion Factory	2
Heavy Mech Support Platform	2
Machine King	2
Bottomless Trap Hole	2
Machine King - 3000 B.C.	2
Roll Out!	2
Axe of Despair	2
Curse of Dragon	2
Meteor Dragon	2
Gaia The Fierce Knight	2
Thunder Dragon	2
Doron	1
Kagemusha of the Blue Flame	1
Battle Warrior	1
M-Warrior #1	1
Vishwar Randi	1
Unknown Warrior of Fiend	1
Sonic Maid	1
Stuffed Animal	1
Oscillo Hero	1
Mystical Elf	1
Horn Imp	1
Kojikocy	1
Spirit of the Harp	1
Aqua Madoor	1
Dark Assailant	1
Prevent Rat	1
Moon Envoy	1
Masaki the Legendary Swordsman	1
Kanan the Swordmistress	1
Hibikime	1
Zanki	1
Ansatsu	1
Summoned Skull	1
Swordstalker	1
Pendulum Machine	1
Hiro's Shadow Scout	1
Greenkappa	1
Goblin's Secret Remedy	1
Soul of the Pure	1
Dark-Piercing Light	1
Blue Medicine	1
Monster Reborn	1
Legendary Sword	1
Sword of Dark Destruction	1
Gryphon Wing	1
Bone Mouse	1
Change Slime	1
Key Mace	1
Ancient Jar	1
Cyber Soldier	1
Perfect Machine King	1
Limiter Removal	1
30,000-Year White Turtle	1
Basic Insect	1
Bolt Escargot	1
Candle of Fate	1
Dig Beak	1
Droll Bird	1
Embryonic Beast	1
Eyearmor	1
Flame Dancer	1
Green Phantom King	1
Hinotama Soul	1
Hitodenchak	1
Hyozanryu	1
Korogashi	1
LaLa Li-oon	1
Leo Wizard	1
Mikazukinoyaiba	1
Misairuzame	1
Petit Dragon	1
Spirit of the Mountain	1
Stone Dragon	1
Swordsman of Landstar	1
Tatsunootoshigo	1
Tentacle Plant	1
The Melting Red Shadow	1
Weather Control	1
Wing Egg Elf	1
Wretched Ghost of the Attic	1
Zarigun	1
Mage Power	1
United We Stand	1
La Jinn the Mystical Genie of the Lamp	1
Mechanicalchaser	1
7 Colored Fish	1
Giant Red Seasnake	1
Gemini Elf	1
Dunames Dark Witch	1
Sky Scout	1
Vorse Raider	1
X-Head Cannon	1
Dark Blade	1
Great Angus	1
Luster Dragon	1
Nin-Ken Dog	1
Gagagigo	1
Archfiend Soldier	1
Mad Dog of Darkness	1
Neo Bug	1
Sea Serpent Warrior of Darkness	1
Blazing Inpachi	1
Cyber-Tech Alligator	1
Giga Gagagigo	1
Terrorking Salmon	1
Beast of Talwar	1
Amphibian Beast	1
Luster Dragon #2	1
The Bistro Butcher	1
Dark Elf	1
Slate Warrior	1
Gearfried the Iron Knight	1
Hysteric Fairy	1
Cyber Harpie Lady	1
Zombyra the Dark	1
Kycoo the Ghost Destroyer	1
Spear Dragon	1
Cave Dragon	1
Susa Soldier	1
Giant Orc	1
Granadora	1
Toon Summoned Skull	1
Jinzo	1
Kaiser Glider	1
Dark Driceratops	1
Ryu Kokki	1
Man-Eater Bug	1
Hane-Hane	1
Penguin Soldier	1
Raigeki	1
Pot of Greed	1
Change of Heart	1
Mirror Force	1
Torrential Tribute	1
Gaia the Dragon Champion	1
Twin-Headed Thunder Dragon	1
Skull Knight	1
Meteor Black Dragon	1
