card_name	count
Artemis, the Magistus Moon Maiden	51
Light Dragon @Ignister	51
Orcust Crescendo	50
Fossil Dig	50
Sky Striker Ace - Shizuku	50
Orcustrated Babel	49
Enlilgirsu, the Orcust Mekk-Knight	49
Red-Eyes Dark Dragoon	49
Diabell, Queen of the White Forest	49
Wishes for Eyes of Blue	49
Mementomictlan Tecuhtlica - Creation King	49
Manju of the Ten Thousand Hands	49
Noble Knight's Shield-Bearer	49
Elzette, Azamina of the White Forest	48
Reprodocus	48
Infinitrack River Stormer	48
Sky Striker Special Maneuver - Lemnisgate!	48
Shared Ride	47
Rciela, Sinister Soul of the White Forest	47
Clockwork Night	47
Rescue-ACE Impulse	47
Ryzeal Cross	47
Eclipse Twins	47
Dark Magician of Destruction	46
Mementotlan Dark Blade	46
Sky Striker Ace - Zeke	46
Branded Retribution	45
Lunalight Serenade Dance	45
D/D/D Zero Doom Queen Machinex	45
D/D Savant Kepler	45
Fire King Courtier Ulcanix	45
Legendary Fire King Ponix	45
Fire King High Avatar Kirin	45
Jurrac Megalo	45
Kewl Tune Cue	45
Kewl Tune Reco	45
Synchro Overtake	45
Kewl Tune Track Maker	45
Assist★Yummy!	44
Tri-Brigade Mercourier	44
Zoroa, the Magistus Verethragna	44
Mementotlan Goblin	44
Node Ryzeal	44
Sacred Fire King Garunix	44
The Man with the Mark	44
Kewl Tune Mix	44
Kewl Tune Synchro	44
Number 75: Bamboozling Gossip Shadow	44
Chaos Hunter	43
Orcust Knightmare	43
Longirsu, the Orcust Orchestrator	43
Dark End Evaporation Dragon	43
Tri-Brigade Springans Kitt	43
Dark Contract with the Gate	43
Harpie's Feather Storm	43
Crystron Smiger	43
Abyssrhine, the Atlantean Spirit	42
Neptabyss, the Atlantean Prince	42
Atlantean Dragoons	42
Mermail Abyssteus	42
Mermail Shadow Squad	42
Kewl Tune RS	42
Lunalight Sabre Dancer	42
Conduction Warrior Linear Magnum Plus Minus	42
Magnet Bonding	42
Gem-Knight Nepyrim	42
Crystron Tristaros	42
Kewl Tune Remix	42
Decode Talker Heatsoul	41
R.B. Shepherd's Crook	41
D/D Gryphon	41
Jurrac Astero	41
Beta The Electromagnet Warrior	41
Duoterion	41
Gem-Knight Dispersion	41
Divine Serpent Apophis	41
Kewl Tune Clip	41
Gem-Knight Quartz	40
Crystron Eleskeletus	40
Cyber Dragon Nova	40
Fire King Sanctuary	40
DoSolfachord Cutia	40
Kewl Tune Loudness War	40
Sky Striker Mecha - Shark Cannon	40
Chimeratech Megafleet Dragon	39
73642297	39
Jurrac Meteor	39
Blue-Eyes Spirit Dragon	39
10443957	39
Solfachord Solfegia	39
Number 90: Galaxy-Eyes Photon Lord	38
Crowley, the Gifted Magistus	38
Magnet Warrior Sigma Minus	38
Gem-Armadillo	38
Scrap Recycler	38
Onomatokage	38
Poseidra, the Storming Atlantean	37
Number 101: Silent Honor ARK	37
Magicians' Souls	37
Cosmic Cyclone	37
PSY-Framelord Omega	37
F.A. Dawn Dragster	37
Radiant Typhoon Manifestation	37
GranSolfachord Coolia	37
Songs of the Dominators	37
Tri-Brigade Shuraig the Ominous Omen	37
The Gaze of Timaeus	36
Diabellstar Vengeance	36
Diabellze the Original Sinkeeper	36
King of the Swamp	36
Blue-Eyes White Dragon	36
Primite Drillbeam	36
Crystron Cluster	36
Branded in Red	35
Fusion Deployment	35
Silvera, Wolf Tamer of the White Forest	34
Foolish Burial	34
D/D Scale Surveyor	34
Fiendsmith's Agnumday	33
Mementotlan Shleepy	33
Mermail Abysspike	32
Sky Striker Ace - Camellia	32
Sinful Spoils of Betrayal - Silvera	32
Diabellze the White Witch	32
Koa'ki Meiru Drago	32
Tri-Brigade Ferrijit the Barren Blossom	32
Star Ryzeal	32
Infernal Flame Banshee	32
Chronomaly Vimana	32
Predaplant Dragostapelia	31
One for One	31
World Legacy - "World Wand"	31
Filia Diabell	31
Curse of Diabell	31
Poplar of the White Forest	31
Surgical Striker - H.A.M.P.	31
Anti-Magic Arrows	30
Dogoran, the Mad Flame Kaiju	30
Destructive Daruma Karma Cannon	30
D/D/D Abyss King Gilgamesh	30
Anubis the Last Judge	30
Transcode Talker	29
Azamina Debtors	29
Azamina	29
Snake-Eyes Vengeance Dragon	29
Spright Sprind	29
Fire King Island	29
Eradicator Epidemic Virus	28
Dark Hole	28
Deep Sea Minstrel	28
Borrelsword Dragon	28
Skill Drain	28
Aiwass, the Magistus Spell Spirit	28
Berfomet the Mythical King of Phantom Beasts	28
Fossil Dyna Pachycephalo	28
Cherubini, Ebon Angel of the Burning Abyss	27
Tales of the White Forest	27
Blue-Eyes Tyrant Dragon	27
Donner, Dagger Fur Hire	27
Sky Striker Ace - Kaina	27
Gem-Knight Hollowcore	27
Gem-Knight Phantom Quartz	27
Fire King Sky Burn	27
Gogogo Goblindbergh	27
Knightmare Corruptor Iblee	27
Medius the Pure	26
The Bystial Lubellion	26
Performapal Five-Rainbow Magician	26
D/D/D Deviser King Deus Machinex	26
Platinum Gadget	26
JJ "Kewl Tune"	26
Tri-Brigade Kitt	26
Astellar of the White Forest	25
Azamina Moa Regina	25
Therion "King" Regulus	25
Santa Claws	25
Gozen Match	24
Hiita the Fire Charmer, Ablaze	24
Sinful Spoils of the White Forest	24
Springans Kitt	24
Barricadeborg Blocker	24
Exosister Martha	24
Exosister Elis	24
Ichiki Sayori-Hime	24
Exosister Pax	24
Exosister Betrayal	24
Exosister Mikailis	24
Promethean Princess, Bestower of Flames	24
Pillar of the Future - Cyanos	24
Phantom Fortress Enterblathnir	23
Branded Lost	23
Despian Proskenion	23
Invader of Darkness	23
R.B. Ga10 Cutter	23
Divine Golden Shadow Dragon Dragluxion	23
Gravity Collapse	23
Garunix Eternity, Hyang of the Fire Kings	23
Gagagaga Girl	23
Light End Sublimation Dragon	22
Conduction Warrior Plasma Magnum	22
Mementotlan Mace	22
Mementotlan Ghattic	22
Mementotlan Akihiron	22
Mementoal Tecuhtlica - Combined Creation	22
Mementomictlan	22
Mementotlan Twin Dragon	22
Scatter Fusion	22
Castel, the Skyblaster Musketeer	22
Zubababancho Gagagacoat	22
Tri-Brigade Arms Mouser	22
Sky Striker Mecha - Eagle Booster	22
Unbreakable Xyz Barrier	21
Sinful Spoils of Subversion - Snake-Eye	21
Branded in White	21
Iron Thunder	21
R.B. Ga10 Driller	21
R.B. Lambda Blade	21
R.B. Lambda Cannon	21
D/D Count Surveyor	21
Elfnote Lucina	21
Elfnote Tinia	21
Invoked Magistus Omega	21
Skull Meister	20
Small World	20
Despian Luluwalilith	20
Dogmatika Ecclesia, the Virtuous	20
Diviner of the Herald	20
R.B. Ga10 Pile Bunker	20
Salamangreat Raging Phoenix	20
Rex, Ride Fur Hire	20
Rex, Freight Fur Hire	20
Spell Canceller	20
Zoroa, the Magistus Conflagrant Calamity	20
Herald of Mirage Lights	20
Gagaga Ganbara Knight	20
63288574	20
Topologic Bomber Dragon	19
Cynet Mining	19
Knightmare Phoenix	19
Dark Spirit's Mastery	19
R.B. Next Phase	19
Roar of the Blue-Eyed Dragons	19
Blue-Eyes Ultimate Spirit Dragon	19
Magnet Warrior Sigma Plus	19
Nemeses Flag	19
Salamangreat Sunlight Wolf	19
Verdict of Anubis	19
Zoroa, the Magistus of Flame	19
Imsety, Glory of Horus	18
Arc Rebellion Xyz Dragon	18
R.B. VALCan Rocket	18
R.B. Last Stand	18
D/D Savant Copernicus	18
Relinquished Anima	18
Majesty of the White Dragons	18
Neo Blue-Eyes Ultimate Dragon	18
Number 67: Pair-a-Dice Smasher	18
Herald of the Abyss	17
Artmage Academic Arcane Arts Acropolis	17
Artmage Varnish -Alteration-	17
Worldsea Dragon Zealantis	17
Dark Magician Girl the Magician's Apprentice	17
Woes of the White Forest	17
Prohibition	17
Preparation of Rites	17
Mausoleum of White	17
True Light	17
Mimighoul Maker	17
Exosister Stella	17
Mementotlan-Horned Dragon	17
Gem-Knight Seraphinite	17
Mecha Phantom Beast O-Lion	17
Speedroid Terrortop	17
Poseidra Abyss, the Atlantean Dragon Lord	16
Sinful Spoils of Slumber - Morrian	16
Scourge of the White Forest	16
Snake-Eyes Doomed Dragon	16
Magic Deflector	16
Ultimate Slayer	16
Frightfur Patchwork	16
D/D/D Wise King Solomon	16
Edge Imp Chain	16
Exosister Karmael	16
Exosisters Magnifica	16
Exosister Asophiel	16
Muckraker From the Underworld	16
Gigantic Spright	16
Rescue-ACE Fire Attacker	16
K9-X "Ripper/M"	16
Lightstorm Dragon	16
Ancient Warriors Oath - Double Dragon Lords	16
Protectcode Talker	15
Trishula, Dragon of the Ice Barrier	15
Swordsoul Supreme Sovereign - Chengying	15
Merry Melffys	15
Fusion Duplication	15
Shaddoll Beast	15
Exchange	15
D/D Lance Soldier	15
D/D Necro Slime	15
Dark Contract with the Zero King	15
D/D/D Sky King Zeus Ragnarok	15
D/D/D Marksman King Tell	15
D/D/D First King Clovis	15
D/D/D Cursed King Siegfried	15
D/D/D Flame King Genghis	15
D/D/D/D Dimensional King Arc Crisis	15
Vanity's Fiend	15
K9-ØØ "Hound"	15
Ancient Fairy Life Dragon	15
Enneacraft - Atori.MAR	15
Ekto Enneacraft - "tromarIA"	15
Deftero Enneacraft - "alazoneIA"	15
Enato Enneacraft - "oknirIA"	15
Proto Enneacraft - "orgIA"	15
Enneapolis	15
Enneacraft Release	15
Enneacraft Reverth	15
Future Silence	15
Vingolf's Blessing	15
Fire King High Avatar Garunix	15
Fire King Avatar Arvata	15
Herald of Orange Light	15
Red Nova	15
Primathmech Alembertian	15
Starving Venom Fusion Dragon	14
Atlantean Heavy Infantry	14
Gluttonous Reptolphin Greethys	14
Superancient Deepsea King Coelacanth	14
Mermail Abyssgaios	14
Abysstrite, the Atlantean Spirit	14
LeVirtue Dragon	14
White Aura Monoceros	14
Adamancipator Risen - Dragite	14
Deep Sea Prima Donna	14
Marincess Coral Anemone	14
Mermail King - Neptabyss	14
Dominus Spiral	14
Gordian Slicer	14
Sprind the Irondash Dragon	14
Archlord Kristya	14
D/D/D Oblivion King Abyss Ragnarok	14
Urgent Schedule	14
Elfnote Power Patron	14
Theorealize	14
Exosister Sophia	14
Fiendsmith in Paradise	14
Trap Trick	14
Tellusion the Magna Warrior	14
Epsilon The Magnet Warrior	14
Flux Ochsenfeld	14
Naturia Beast	14
Snake-Eye Ash	14
Brilliant Fusion	14
Gem-Knight Fusion	14
Gem-Knight Lady Rose Diamond	14
Miscellaneousaurus	14
K9-LC Release Restraint	14
Moulinglacia the Elemental Lord	13
First Penguin	13
King's Sarcophagus	13
Cursed Seal of the Forbidden Spell	13
Cyberdark Realm	13
Nightmare Throne	13
D/D/D Wave King Caesar	13
Elder Entity N'tss	13
Dogmatika Fleurdelis, the Thunderbolt	13
Soul Drain	13
Invoked Caliga	13
R.B. Operation Test	13
T.G. Hyper Librarian	13
Enneacraft - Asta.PIXEA	13
Adamancipator Researcher	13
Constellar Ptolemy M7	13
Gem-Knight Master Diamond	13
Gem-Knight Master Diamond Dispersion	13
Gem-Knight Aquamarine	13
Gem-Knight Ruby	13
Gem-Knight Topaz	13
Archnemeses Eschatos	13
Fire King Avatar Kirin	13
Miracle Raven	13
Ryzeal Plasma Hole	13
Tri-Brigade Nervall	13
Sky Striker Airspace - Area Zero	13
Barrier Statue of the Torrent	12
Selene, Queen of the Master Magicians	12
Orcustrated Return	12
Despian Tragedy	12
Despian Quaeritis	12
Dogmatika Fleurdelis, the Knighted	12
Cyber Dragon Core	12
D/D Orthros	12
Dark Contract with the Eternal Darkness	12
Gravedigger's Trap Hole	12
Fiendsmith's Sanct	12
Abomination's Prison	12
Magnet Warrior Omega Plus	12
Melomelody the Brass Djinn	12
Mimighoul Dragon	12
Code Igniter	12
Evilswarm Ouroboros	12
Time Thief Redoer	12
Pressured Planet Wraitsoth	12
Hecahands Godos	11
Artmage Graflare	11
Rucia of the White Forest	11
Non-Fusion Area	11
Cyber Emergency	11
A Bao A Qu, the Lightless Shadow	11
Unchained Soul Lord of Yama	11
Artifact Mjollnir	11
Wind-Up Arsenal Zenmaioh	11
Archnemeses Protos	11
Souleating Oviraptor	11
Number C107: Neo Galaxy-Eyes Tachyon Dragon	11
Temple of the Kings	11
Ninaruru, the Magistus Glass Goddess	11
Silent Graveyard	11
Scareclaw Light-Heart	11
Sky Striker Mecha Modules - Multirole	11
Spell Card "Monster Reborn"	10
Cyberse Desavewurm	10
Firewall Dragon Darkfluid - Neo Tempest Terahertz	10
Artmage Diactorus	10
Mermail Abyssalacia	10
Juraishin, the Cursed Thunder God	10
Performapal Odd-Eyes Dissolver	10
Secret Village of the Spellcasters	10
Unchained Soul of Sharvara	10
Unchained Twins - Aruha	10
Proxy F Magician	10
Goblin Biker Grand Entrance	10
Snake-Eyes Poplar	10
Gem-Knight Lady Brilliant Diamond	10
Artifact Dagda	10
Sky Striker Maneuver - Jamming Waves!	10
Daigusto Emeral	10
Merciless Scorpion of Serket	10
Geonator Transverser	10
Onomatopickup	10
PSY-Framelord Lambda	10
Ritual Beast Ulti-Reirautari	10
Beat Cop from the Underworld	10
Prototype Sky Striker Ace - Amatsu	10
Knightmare Cerberus	9
Artmage Power Patron	9
Spiritualism	9
Shining Sarcophagus	9
Psychic End Punisher	9
Sinful Spoils Subdual	9
Cupid Pitch	9
Ido the Supreme Magical Force	9
Shaddoll Hedgehog	9
The Golden Swordsoul	9
52038442	9
Starliege Seyfert	9
Tri-Brigade Arms Bucephalus II	9
Eidos the Underworld Monarch	9
Tessera the Primal Squire	9
Pantheism of the Monarchs	9
Tenacity of the Monarchs	9
The Monarchs Revolt	9
The Monarchs Masterplan	9
Spell Card "Soul Exchange"	9
Regenesis Archfiend	9
Regenesis	9
Regenesis Code	9
Crimson Dragon	9
Elfnote Seraphim Strelitzia	9
Enneacraft - Aiza.LEON	9
Exosister Kaspitell	9
Exosister Gibrine	9
Buio the Dawn's Light	9
Aerial Eater	9
The End of Anubis	9
Emergency Teleport	9
Rescue-ACE Air Lifter	9
EMERGENCY!	9
Tour Guide From the Underworld	9
Beat, Bladesman Fur Hire	9
Mayhem Fur Hire	9
Crystron Thystvern	9
Impcantation Chalislime	9
Number C106: Giant Red Hand	9
King of the Feral Imps	9
Dodododwarf Gogogoglove	9
Traptrix Rafflesia	9
Angel Trumpeter	9
Tri-Brigade Oath	9
Toy Box	9
Code of Soul	8
Ravenous Crocodragon Archethys	8
Tenpai Dragon Paidra	8
Azamina Sol Erysichthon	8
Azamina Determination	8
Lyna the Light Charmer, Lustrous	8
94977270	8
Dark Contract with the Witch	8
D/D/D Alfred the Divine Sage King	8
Mask of Restrict	8
Darklord Gulgolet	8
Pot of Duality	8
Crystal Wing Synchro Dragon	8
The Monarchs Stormforth	8
Elfnote Fortuna	8
Cosmic Blazar Dragon	8
Exosister Returnia	8
Exosister Vadis	8
Number 80: Rhapsody in Berserk	8
Rescue-ACE Hydrant	8
Gem-Knight Prismaura	8
Sky Striker Maneuver - Afterburners!	8
Donpa, Marksman Fur Hire	8
Rafale, Champion Fur Hire	8
Folgo, Justice Fur Hire	8
Seventh Ascension	8
Primathmech Laplacian	8
Disablaster the Negation Fortress	8
Kurikara Divincarnate	8
Kashtira Unicorn	8
Power Filter	8
Jester Confit	8
Shaddoll Squamata	8
Artmage Vandalism -Assault-	7
Deep Sea Diva	7
Knightmare Unicorn	7
Twin Twisters	7
Branded Banishment	7
Dogmatika Maximus	7
Thunder King, the Lightningstrike Kaiju	7
46986414	7
Shaddoll Dragon	7
Radian, the Multidimensional Kaiju	7
Chimeratech Fortress Dragon	7
D/D Defense Soldier	7
Zaborg the Mega Monarch	7
Black Rose Moonlight Dragon	7
Elfnotes: Welcome Home	7
Elfnotes: Rhapsodia of Madness	7
Enneacraft - Archa.TAIL	7
Sol and Luna	7
Predaplant Triphyoverutum	7
Exosister Irene	7
Abominable Chamber of the Unchained	7
Magnet Induction	7
Koa'ki Meiru Guardian	7
Mimighoul Archfiend	7
Mimighoul Dungeon	7
Reptilianne Echidna	7
Fandora, the Flying Fighting Furtress	7
Furtive Techniques Fur Hire, Fur All Your Ultimate Moves	7
Keel, Shipwright Fur Hire	7
Animadorned Archosaur	7
Armillyre, the Starleader Dragon	7
Rookie Fur Hire	7
GranSolfachord Musecia	7
Axon Kicker Oracle	7
Ryzeal Plugin	7
NT8000 - SIRIUS	7
Downerd Magician	7
Mecha Phantom Beast Tetherwolf	7
Kikinagashi Fucho	7
Sangan	7
A.I. Meet You	6
Salamangreat Balelynx	6
Full Armored Utopic Ray Lancer	6
Artmage Finmel	6
Artmage Litera	6
Artmage Pact -Awakening-	6
Nerva the Power Patron of Creation	6
Icejade Gymir Aegirine	6
Abyss-scale of the Mizuchi	6
Deep Sea Repetiteur	6
Hapi, Guidance of Horus	6
Queen Azamina	6
Tenpai Dragon Genroku	6
Gandora-G the Dragon of Destruction	6
Typhoon	6
Branded Sword	6
Dogmatika Punishment	6
Eidos the Underworld Squire	6
Landrobe the Rock Vassal	6
The Duke of Demise	6
Regenesis Birth	6
Parlor Dragonmaid	6
Beyond the Pendulum	6
Escape of the Unchained	6
Unchained Soul of Rage	6
Magical Musketeer Starfire	6
ASHLAN U1000	6
Rescue-ACE Preventer	6
Infernal Punisher	6
Opening of the Spirit Gates	6
Fire King Avatar Rangbali	6
Cyberdark Claw	6
Amazoness War Chief	6
SolSolfachord Gracia	6
Naturia Rosewhip	6
Kewl Tune Playlist	6
Outer Entity Nyarla	6
Lord of the Heavenly Prison	6
Sengenjin Wakes from a Millennium	6
Poissonniere de Nouvelles	6
Blackwing - Steam the Cloak	6
Lamia	6
PSY-Framegear Epsilon	6
Neo Kaiser Sea Horse	6
Purrely	6
My Friend Purrely	6
Purrely Happy Memory	6
Purrely Pretty Memory	6
Stray Purrely Street	6
Speedroid Taketomborg	6
Salamangreat Gazelle	6
Salamangreat Circle	6
Number 49: Fortune Tune	6
Runick Destruction	6
Runick Flashing Fire	6
Runick Freezing Curses	6
Runick Slumber	6
Runick Tip	6
Freki the Runick Fangs	6
Hugin the Runick Wings	6
Capshell	6
Darklord Djehuty	6
